,,,,,,,,,,Misc,Misc,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,
105,2016,2,35,Hunter Henry\HenrHu00,TE,21,SDG,2016,2019,0,0,3,13,41,35,,,,,,,,,,136,1709,17,Arkansas,College Stats
106,2016,2,40,Sterling Shepard\ShepSt00,WR,23,NYG,2016,2019,0,0,4,21,53,52,,,,,,,16,140,0,247,2862,17,Oklahoma,College Stats
107,2016,2,45,Derrick Henry\HenrDe00,RB,22,TEN,2016,2019,0,1,2,27,62,31,,2,3,14,0,0,804,3833,38,57,578,3,Alabama,College Stats
108,2016,2,47,Michael Thomas\ThomMi05,WR,23,NOR,2016,2019,2,3,4,54,63,57,,,,,,,1,-9,0,470,5512,32,Ohio St.,College Stats
109,2016,2,51,Christian Hackenberg\HackCh01,QB,21,NYJ,,,0,0,0,,,,,,,,,,,,,,,,Penn St.,College Stats
110,2016,2,55,Tyler Boyd\BoydTy00,WR,21,CIN,2016,2019,0,0,2,22,56,32,,0,1,0,0,0,10,84,0,242,2902,15,Pittsburgh,College Stats
111,2016,3,73,Kenyan Drake\DrakKe00,RB,22,MIA,2016,2019,0,0,1,22,62,24,,,,,,,456,2175,17,144,1107,6,Alabama,College Stats
112,2016,3,81,Austin Hooper\HoopAu00,TE,21,ATL,2016,2019,0,2,1,19,59,28,,,,,,,,,,214,2244,16,Stanford,College Stats
113,2016,3,85,Braxton Miller\MillBr03,WR,23,HOU,2016,2017,0,0,1,2,21,9,,,,,,,4,1,0,34,261,2,Ohio St.,College Stats
114,2016,3,86,Leonte Carroo\CarrLe00,WR,22,MIA,2016,2018,0,0,0,2,37,2,,,,,,,1,14,0,12,192,2,Rutgers,College Stats
115,2016,3,90,C.J. Prosise\ProsC.00,RB,22,SEA,2016,2019,0,0,0,5,25,2,,,,,,,65,264,2,36,393,0,Notre Dame,College Stats
116,2016,3,91,Jacoby Brissett\BrisJa00,QB,23,NWE,2016,2019,0,0,2,23,38,32,12-20-0,584,975,6442,31,13,142,564,9,1,2,0,North Carolina St.,College Stats
117,2016,3,93,Cody Kessler\KessCo00,QB,23,CLE,2016,2018,0,0,1,5,17,12,2-10-0,224,349,2215,8,5,31,140,0,,,,USC,College Stats
118,2016,3,94,Nick Vannett\VannNi00,TE,23,SEA,2016,2019,0,0,1,5,55,22,,,,,,,,,,61,591,4,Ohio St.,College Stats
119,2015,1,1,Jameis Winston\WinsJa00,QB,21,TAM,2015,2019,0,1,5,54,72,70,28-42-0,1563,2548,19737,121,88,248,1044,10,,,,Florida St.,College Stats
120,2015,1,2,Marcus Mariota\MariMa01,QB,21,TEN,2015,2019,0,0,4,44,63,61,29-32-0,1110,1765,13207,76,44,242,1399,11,2,62,1,Oregon,College Stats
121,2015,1,4,Amari Cooper\CoopAm00,WR,21,OAK,2015,2019,0,4,5,39,77,72,,,,,,,8,27,0,357,5097,33,Alabama,College Stats
122,2015,1,7,Kevin White\WhitKe00,WR,23,CHI,2016,2018,0,0,0,2,14,5,,,,,,,1,9,0,25,285,0,West Virginia,College Stats
123,2015,1,10,Todd Gurley\GurlTo01,RB,21,STL,2015,2019,2,3,5,50,73,72,,,,,,,1265,5404,58,218,2090,12,Georgia,College Stats
124,2015,1,14,DeVante Parker\ParkDe01,WR,22,MIA,2015,2019,0,0,3,23,70,45,,,,,,,,,,235,3419,18,Louisville,College Stats
125,2015,1,15,Melvin Gordon\GordMe00,RB,22,SDG,2015,2019,0,2,5,39,67,63,,,,,,,1059,4240,36,224,1873,11,Wisconsin,College Stats
126,2015,1,20,Nelson Agholor\AghoNe00,WR,22,PHI,2015,2019,0,0,5,21,71,62,,1,1,15,0,0,11,60,0,224,2515,18,USC,College Stats
127,2015,1,26,Breshad Perriman\PerrBr02,WR,21,BAL,2016,2019,0,0,0,11,51,10,,,,,,,7,20,0,95,1561,11,Central Florida,College Stats
128,2015,1,29,Phillip Dorsett\DorsPh00,WR,22,IND,2015,2019,0,0,0,14,71,15,,,,,,,13,84,0,124,1634,11,Miami (FL),College Stats
129,2015,2,36,T.J. Yeldon\YeldT.00,RB,21,JAX,2015,2019,0,0,2,20,57,30,,,,,,,482,1935,6,184,1426,6,Alabama,College Stats
130,2015,2,37,Devin Smith\SmitDe04,WR,23,NYJ,2015,2019,0,0,0,2,18,5,,,,,,,,,,15,248,2,Ohio St.,College Stats
131,2015,2,40,Dorial Green-Beckham\GreeDo00,WR,22,TEN,2015,2016,0,0,0,7,31,12,,,,,,,,,,68,941,6,Oklahoma,College Stats
132,2015,2,41,Devin Funchess\FuncDe00,TE,21,CAR,2015,2019,0,0,2,20,62,41,,,,,,,,,,164,2265,21,Michigan,College Stats
133,2015,2,54,Ameer Abdullah\AbduAm00,RB,22,DET,2015,2019,0,0,2,12,58,22,,,,,,,350,1366,6,73,518,4,Nebraska,College Stats
134,2015,2,55,Maxx Williams\WillMa04,TE,21,BAL,2015,2019,0,0,1,6,58,31,,,,,,,5,14,0,78,699,4,Minnesota,College Stats
135,2015,3,68,Clive Walford\WalfCl00,TE,23,OAK,2015,2019,0,0,1,7,52,14,,,,,,,0,4,0,74,825,6,Miami (FL),College Stats
136,2015,3,69,Tyler Lockett\LockTy00,WR,22,SEA,2015,2019,1,1,5,37,79,55,,,,,,,38,256,1,276,3838,27,Kansas St.,College Stats
137,2015,3,70,Jaelen Strong\StroJa01,WR,21,HOU,2015,2017,0,0,0,2,20,3,,,,,,,,,,31,330,4,Arizona St.,College Stats
138,2015,3,73,Tevin Coleman\ColeTe01,RB,22,ATL,2015,2019,0,0,2,30,70,31,,,,,,,665,2884,24,113,1190,12,Indiana,College Stats
139,2015,3,75,Garrett Grayson\GrayGa00,QB,24,NOR,2015,2015,0,0,0,0,1,0,,,,,,,,,,,,,Colorado St.,College Stats
140,2015,3,76,Chris Conley\ConlCh00,WR,22,KAN,2015,2019,0,0,3,18,69,48,,,,,,,,,,151,2013,11,Georgia,College Stats
141,2015,3,77,Duke Johnson\JohnDu00,RB,21,CLE,2015,2019,0,0,0,25,80,12,,0,1,0,0,0,382,1696,7,279,2580,11,Miami (FL),College Stats
142,2015,3,85,Tyler Kroft\KrofTy00,TE,22,CIN,2015,2019,0,0,2,6,62,38,,,,,,,,,,73,732,9,Rutgers,College Stats
143,2015,3,86,David Johnson\JohnDa08,RB,23,ARI,2015,2019,1,1,2,34,62,47,,,,,,,781,3128,33,208,2219,15,Northern Iowa,
144,2015,3,87,Sammie Coates\CoatSa00,WR,22,PIT,2015,2018,0,0,0,4,45,6,,,,,,,4,14,0,29,528,2,Auburn,College Stats
145,2015,3,89,Sean Mannion\MannSe00,QB,23,STL,2015,2019,0,0,0,1,13,2,0-2-0,45,74,384,0,3,23,-17,0,,,,Oregon St.,College Stats
146,2015,3,92,Jeff Heuerman\HeueJe00,TE,22,DEN,2016,2019,0,0,3,5,51,29,,,,,,,,,,63,678,5,Ohio St.,College Stats
147,2015,3,94,Ty Montgomery\MontTy01,WR,22,GNB,2015,2019,0,0,1,15,58,16,,,,,,,224,1035,7,120,982,3,Stanford,College Stats
148,2015,3,95,Matt Jones\JoneMa04,RB,22,WAS,2015,2017,0,0,0,10,25,7,,,,,,,248,964,6,27,377,1,Florida,College Stats
149,2014,1,3,Blake Bortles\BortBl00,QB,22,JAX,2014,2019,0,0,5,44,78,73,24-49-0,1562,2634,17649,103,75,283,1766,8,1,20,1,Central Florida,College Stats
150,2014,1,4,Sammy Watkins\WatkSa00,WR,21,BUF,2014,2019,0,0,5,36,76,73,,,,,,,10,73,0,284,4244,31,Clemson,College Stats
151,2014,1,7,Mike Evans\EvanMi00,WR,21,TAM,2014,2019,0,3,6,49,90,89,,,,,,,,,,462,7260,48,Texas A&M,College Stats
152,2014,1,10,Eric Ebron\EbroEr00,TE,21,DET,2014,2019,0,1,4,25,83,47,,0,1,0,0,0,4,-7,2,283,3195,27,North Carolina,College Stats
153,2014,1,12,Odell Beckham\BeckOd00,WR,21,NYG,2014,2019,0,3,5,49,75,71,,3,5,126,2,0,18,84,0,464,6511,48,LSU,College Stats
154,2014,1,20,Brandin Cooks\CookBr00,WR,20,NOR,2014,2019,0,0,6,51,88,77,,,,,,,46,281,2,402,5730,34,Oregon St.,College Stats
155,2014,1,22,Johnny Manziel\ManzJo00,QB,21,CLE,2014,2015,0,0,0,5,15,8,2-6-0,147,258,1675,7,7,46,259,1,,,,Texas A&M,College Stats
156,2014,1,28,Kelvin Benjamin\BenjKe00,WR,23,CAR,2014,2018,0,0,4,22,61,52,,,,,,,,,,209,3021,20,Florida St.,College Stats
157,2014,1,32,Teddy Bridgewater\BridTe00,QB,21,MIN,2014,2019,0,1,2,27,44,34,22-12-0,698,1070,7652,38,25,133,434,4,,,,Louisville,College Stats
158,2014,2,36,Derek Carr\CarrDe02,QB,23,OAK,2014,2019,0,3,6,55,94,94,39-55-0,2120,3313,22793,143,62,175,495,3,1,-9,0,Fresno St.,College Stats
159,2014,2,38,Austin Seferian-Jenkins\SefeAu00,TE,21,TAM,2014,2018,0,0,2,9,43,29,,,,,,,,,,116,1160,11,Washington,College Stats
160,2014,2,39,Marqise Lee\LeexMa00,WR,22,JAX,2014,2019,0,0,2,17,59,30,,1,2,20,1,0,16,100,0,174,2184,8,USC,College Stats
161,2014,2,42,Jordan Matthews\MattJo00,WR,22,PHI,2014,2019,0,0,3,23,73,47,,,,,,,,,,274,3288,22,Vanderbilt,College Stats
162,2014,2,45,Paul Richardson\RichPa01,WR,22,SEA,2014,2019,0,0,3,14,64,29,,,,,,,4,14,0,143,1809,12,Colorado,College Stats
163,2014,2,49,Jace Amaro\AmarJa00,TE,22,NYJ,2014,2016,0,0,0,4,17,4,,,,,,,,,,41,404,2,Texas Tech,College Stats
164,2014,2,52,Troy Niklas\NiklTr00,TE,21,ARI,2014,2017,0,0,1,1,41,18,,,,,,,,,,19,203,3,Notre Dame,College Stats
165,2014,2,53,Davante Adams\AdamDa01,WR,21,GNB,2014,2019,0,3,6,41,86,79,,,,,,,,,,431,5194,44,Fresno St.,College Stats
166,2014,2,54,Bishop Sankey\SankBi00,RB,21,TEN,2014,2015,0,0,1,6,29,12,,,,,,,199,762,3,32,272,1,Washington,College Stats
167,2014,2,55,Jeremy Hill\HillJe01,RB,21,CIN,2014,2018,0,0,3,21,55,43,,,,,,,708,2898,29,68,490,1,LSU,College Stats
168,2014,2,56,Cody Latimer\LatiCo00,WR,21,DEN,2014,2019,0,0,0,6,66,15,,,,,,,2,1,0,70,935,6,Indiana,College Stats
169,2014,2,57,Carlos Hyde\HydeCa00,RB,23,SFO,2014,2019,0,0,4,28,80,57,,,,,,,1072,4370,32,129,709,3,Ohio St.,College Stats
170,2014,2,61,Allen Robinson\RobiAl02,WR,21,JAX,2014,2019,0,1,4,33,72,68,,,,,,,2,11,0,355,4749,33,Penn St.,College Stats
171,2014,2,62,Jimmy Garoppolo\GaroJi00,QB,22,NWE,2014,2019,0,0,1,24,42,26,21-5-0,565,837,6946,44,21,94,116,2,2,-3,0,East. Illinois,
172,2014,2,63,Jarvis Landry\LandJa00,WR,21,MIA,2014,2019,0,5,6,44,96,87,,2,5,72,0,0,30,189,2,564,6188,32,LSU,College Stats
173,2014,3,65,C.J. Fiedorowicz\FiedC.00,TE,22,HOU,2014,2017,0,0,2,6,51,42,,,,,,,,,,89,881,6,Iowa,College Stats
174,2014,3,69,Charles Sims\SimsCh00,RB,23,TAM,2014,2017,0,0,0,13,47,2,,,,,,,245,958,2,129,1190,6,West Virginia,College Stats
175,2014,3,75,Tre Mason\MasoTr00,RB,21,STL,2014,2015,0,0,1,7,25,12,,,,,,,254,972,5,34,236,1,Auburn,College Stats
176,2014,3,86,Josh Huff\HuffJo00,WR,22,PHI,2014,2016,0,0,0,6,37,6,,0,1,0,0,0,5,22,0,51,523,4,Oregon,College Stats
177,2014,3,90,Donte Moncrief\MoncDo00,WR,21,IND,2014,2019,0,0,3,18,77,43,,,,,,,5,16,0,204,2561,21,Mississippi,College Stats
178,2014,3,91,John Brown\BrowJo02,WR,24,ARI,2014,2019,0,0,4,33,87,57,,1,1,28,1,0,13,47,0,287,4290,28,Pittsburg St.,
179,2014,3,94,Terrance West\WestTe00,RB,23,CLE,2014,2017,0,0,2,12,43,23,,,,,,,465,1816,11,51,344,2,Towson,
180,2014,3,96,Jerick McKinnon\McKiJe00,RB,22,MIN,2014,2017,0,0,1,21,58,14,,0,1,0,0,0,474,1918,7,142,984,5,Georgia Southern,
181,2014,3,97,Dri Archer\ArchDr00,WR,23,PIT,2014,2015,0,0,0,0,20,0,,,,,,,10,40,0,7,23,0,Kent St.,College Stats
182,2014,3,98,Richard Rodgers\RodgRi00,TE,22,GNB,2014,2019,0,0,2,12,71,24,,,,,,,1,11,0,121,1173,13,California,College Stats
183,2014,3,99,Crockett Gillmore\GillCr00,TE,22,BAL,2014,2016,0,0,1,4,32,16,,,,,,,,,,51,604,6,Colorado St.,College Stats
184,2013,1,8,Tavon Austin\AustTa00,WR,23,STL,2013,2019,0,0,4,25,96,50,,0,1,0,0,0,196,1340,10,215,2006,15,West Virginia,College Stats
185,2013,1,16,EJ Manuel\ManuEJ00,QB,23,BUF,2013,2017,0,0,1,10,30,18,6-12-0,343,590,3767,20,16,96,339,4,,,,Florida St.,College Stats
186,2013,1,21,Tyler Eifert\EifeTy00,TE,22,CIN,2013,2019,0,1,2,17,59,36,,,,,,,,,,185,2152,24,Notre Dame,College Stats
187,2013,1,27,DeAndre Hopkins\HopkDe00,WR,21,HOU,2013,2019,3,4,7,59,110,110,,1,3,6,1,1,3,11,0,632,8602,54,Clemson,College Stats
188,2013,1,29,Cordarrelle Patterson\PattCo00,WR,22,MIN,2013,2019,3,3,2,26,111,33,,,,,,,103,785,7,195,1955,10,Tennessee,College Stats
189,2013,2,34,Justin Hunter\HuntJu00,WR,22,TEN,2013,2018,0,0,1,9,60,19,,,,,,,,,,85,1349,13,Tennessee,College Stats
190,2013,2,35,Zach Ertz\ErtzZa00,TE,22,PHI,2013,2019,0,3,4,40,106,71,,,,,,,,,,525,5743,35,Stanford,College Stats
191,2013,2,37,Giovani Bernard\BernGi00,RB,21,CIN,2013,2019,0,0,1,38,99,20,,,,,,,797,3281,19,295,2512,8,North Carolina,College Stats
192,2013,2,39,Geno Smith\SmitGe00,QB,22,NYJ,2013,2018,0,0,2,15,40,31,12-19-0,523,906,6182,29,36,147,661,7,1,13,0,West Virginia,College Stats
193,2013,2,41,Robert Woods\WoodRo02,WR,21,BUF,2013,2019,0,0,7,45,100,90,,,,,,,42,306,2,435,5585,25,USC,College Stats
194,2013,2,47,Gavin Escobar\EscoGa00,TE,22,DAL,2013,2017,0,0,0,2,64,7,,,,,,,,,,30,333,8,San Diego St.,College Stats
195,2013,2,48,Le'Veon Bell\BellLe00,RB,21,PIT,2013,2019,2,3,5,59,77,77,,0,1,0,0,0,1474,6125,38,378,3121,8,Michigan St.,College Stats
196,2013,2,55,Vance McDonald\McDoVa00,TE,23,SFO,2013,2019,0,0,5,14,87,65,,,,,,,1,2,0,166,1937,15,Rice,College Stats
197,2013,2,58,Montee Ball\BallMo00,RB,22,DEN,2013,2014,0,0,0,8,21,3,,,,,,,175,731,5,29,207,0,Wisconsin,College Stats
198,2013,2,59,Aaron Dobson\DobsAa00,WR,22,NWE,2013,2015,0,0,1,6,24,13,,,,,,,,,,53,698,4,Marshall,College Stats
199,2013,2,61,Eddie Lacy\LacyEd00,RB,23,GNB,2013,2017,0,1,3,36,60,51,,,,,,,857,3614,23,107,947,6,Alabama,College Stats
200,2013,2,62,Christine Michael\MichCh00,RB,22,SEA,2013,2018,0,0,1,9,38,9,,,,,,,256,1089,7,26,135,1,Texas A&M,College Stats
201,2013,3,63,Travis Kelce\KelcTr00,TE,23,KAN,2013,2019,2,5,6,59,96,89,,0,1,0,0,1,4,6,1,507,6465,37,Cincinnati,College Stats
202,2013,3,73,Mike Glennon\GlenMi00,QB,23,TAM,2013,2019,0,0,1,13,29,22,6-16-0,488,801,5163,36,20,43,90,0,,,,North Carolina St.,College Stats
203,2013,3,74,Terrance Williams\WillTe01,WR,23,DAL,2013,2018,0,0,4,28,83,68,,,,,,,5,19,0,232,3377,20,Baylor,College Stats
204,2013,3,76,Keenan Allen\AlleKe00,WR,21,SDG,2013,2019,0,3,6,50,86,82,,0,0,0,0,0,14,100,0,524,6405,34,California,College Stats
205,2013,3,78,Marquise Goodwin\GoodMa00,WR,22,BUF,2013,2019,0,0,3,18,75,40,,,,,,,15,89,0,140,2323,13,Texas,College Stats
206,2013,3,79,Markus Wheaton\WheaMa00,WR,22,PIT,2013,2018,0,0,2,13,59,22,,,,,,,4,19,0,110,1559,8,Oregon St.,College Stats
207,2013,3,85,Jordan Reed\ReedJo02,TE,23,WAS,2013,2018,0,1,3,24,65,36,,,,,,,1,18,0,329,3371,24,Florida,College Stats
208,2013,3,92,Stedman Bailey\BailSt01,WR,22,STL,2013,2015,0,0,0,7,38,8,,,,,,,3,46,1,59,843,2,West Virginia,College Stats
209,2013,3,96,Knile Davis\DaviKn00,RB,21,KAN,2013,2016,0,0,0,10,57,2,,,,,,,250,805,11,34,271,1,Arkansas,College Stats